Rank,Name Country/Region,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook
1501+,B. S. Abdur Rahman Crescent Institute of Science and TechnologyIndia,10.5–25.1,22.3,10.5,41.5,23.2,24.6
1501+,Burapha UniversityThailand,10.5–25.1,17.3,9.9,10.7,25.7,28.9
1501+,Burdur Mehmet Akif Ersoy UniversityTurkey,10.5–25.1,15.7,9.4,34.2,18.7,23.6
1501+,Bursa Technical UniversityTurkey,10.5–25.1,13.8,8.6,25.7,22.2,34.8
1501+,Bursa Uludağ UniversityTurkey,10.5–25.1,22.0,11.2,21.6,31.2,32.0
1501+,Çankırı Karatekin UniversityTurkey,10.5–25.1,12.4,10.0,23.1,16.0,37.7
1501+,Catholic University of BrasíliaBrazil,10.5–25.1,27.3,12.5,12.3,20.9,37.4
1501+,Catholic University of the NorthChile,10.5–25.1,13.7,15.2,30.4,25.1,59.5
1501+,Ceará State UniversityBrazil,10.5–25.1,23.8,11.5,9.7,18.5,21.0
1501+,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ)Brazil,10.5–25.1,12.9,9.9,19.5,17.7,30.8
1501+,CES UniversityColombia,10.5–25.1,22.4,9.2,8.6,16.5,36.9
1501+,Chang Gung University of Science and TechnologyTaiwan,10.5–25.1,15.9,14.4,38.0,38.1,20.1
1501+,Chelyabinsk State UniversityRussian Federation,10.5–25.1,11.6,11.0,8.6,17.4,25.4
1501+,Chiba Institute of TechnologyJapan,10.5–25.1,14.7,8.8,16.1,32.8,21.2
1501+,Chinese Culture UniversityTaiwan,10.5–25.1,14.7,11.7,13.4,37.0,29.6
1501+,Christ UniversityIndia,10.5–25.1,15.1,10.4,46.7,19.0,24.7
1501+,Chubu UniversityJapan,10.5–25.1,16.8,12.0,14.8,38.9,34.4
1501+,Chung Shan Medical UniversityTaiwan,10.5–25.1,19.7,21.6,28.5,63.0,21.6
1501+,Chuo UniversityJapan,10.5–25.1,18.9,13.0,14.9,39.4,30.2
1501+,College of CharlestonUnited States,10.5–25.1,18.0,12.6,41.7,32.1,31.8
1501+,Communication University of ChinaChina,10.5–25.1,26.3,16.8,20.4,53.9,23.8
1501+,Cracow University of TechnologyPoland,10.5–25.1,23.4,11.3,32.4,29.9,30.8
1501+,Cukurova UniversityTurkey,10.5–25.1,22.0,10.9,27.0,27.8,29.5
1501+,Damascus UniversitySyria,10.5–25.1,12.3,8.8,11.9,20.9,47.1
1501+,Damghan UniversityIran,10.5–25.1,17.9,10.8,33.3,19.6,29.4
1501+,Dankook UniversitySouth Korea,10.5–25.1,25.2,17.6,27.8,54.0,26.3
1501+,De La Salle UniversityPhilippinesExplore,10.5–25.1,22.8,12.4,30.4,22.5,29.5
1501+,Del Rosario UniversityColombia,10.5–25.1,21.0,15.5,31.0,29.3,52.0
1501+,Dicle UniversityTurkey,10.5–25.1,30.2,14.8,14.6,53.6,23.3
1501+,Diponegoro UniversityIndonesia,10.5–25.1,29.4,15.9,21.8,43.6,38.3
1501+,Dokkyo Medical UniversityJapan,10.5–25.1,27.9,10.8,25.5,38.3,19.1
1501+,Dokuz Eylül UniversityTurkey,10.5–25.1,25.2,14.5,25.8,64.6,29.0
1501+,Don State Technical UniversityRussian Federation,10.5–25.1,20.7,9.8,33.1,19.4,31.5
1501+,Doshisha UniversityJapan,10.5–25.1,17.6,11.2,10.9,36.9,35.9
1501+,Dow University of Health SciencesPakistan,10.5–25.1,18.0,10.5,30.7,19.5,42.9
1501+,Dumlupinar UniversityTurkey,10.5–25.1,10.5,8.4,25.0,17.9,40.1
1501+,Dunarea de Jos University of GalatiRomania,10.5–25.1,20.1,10.7,29.3,18.5,45.5
1501+,EAFIT UniversityColombia,10.5–25.1,15.5,11.3,16.7,18.5,44.0
1501+,Ehime UniversityJapan,10.5–25.1,24.5,15.0,27.6,53.1,32.4
1501+,Ekiti State UniversityNigeria,10.5–25.1,22.9,3.6,13.6,15.9,33.9
1501+,El Bosque UniversityColombia,10.5–25.1,22.5,9.0,25.8,17.3,44.3
1501+,Erzincan Binali Yıldırım UniversityTurkey,10.5–25.1,12.1,8.9,37.4,17.4,23.9
1501+,Escuela Politécnica NacionalEcuador,10.5–25.1,18.3,9.4,24.0,22.2,50.0
1501+,Escuela Superior Politécnica del LitoralEcuador,10.5–25.1,20.4,10.3,30.9,24.1,56.3
1501+,Eskişehir Osmangazi UniversityTurkey,10.5–25.1,22.1,19.4,20.7,19.4,27.2
1501+,Eskişehir Technical UniversityTurkey,10.5–25.1,20.2,10.0,22.0,25.1,23.5
1501+,"Federal Institute of Education, Science and Technology of São PauloBrazil",10.5–25.1,17.9,6.9,7.7,16.2,22.6
1501+,Federal Rural University of PernambucoBrazil,10.5–25.1,28.0,11.0,18.6,22.0,24.5
1501+,"Federal University of Agriculture, AbeokutaNigeria",10.5–25.1,16.1,9.0,26.2,23.5,33.1
1501+,Federal University of Espírito SantoBrazil,10.5–25.1,23.8,12.3,25.4,47.1,29.5
1501+,Federal University of GoiásBrazil,10.5–25.1,30.2,12.7,24.5,25.2,27.9
1501+,Federal University of ItajubáBrazil,10.5–25.1,19.3,9.7,19.3,24.7,28.6
1501+,Federal University of Mato Grosso do SulBrazil,10.5–25.1,20.1,11.3,24.2,35.9,30.1
1501+,Federal University of ParáBrazil,10.5–25.1,21.9,12.1,21.0,23.3,25.9
1501+,Federal University of PelotasBrazil,10.5–25.1,19.2,14.4,28.6,24.4,23.9
1501+,Universidade Federal de PernambucoBrazil,10.5–25.1,32.6,13.6,24.1,51.0,25.9
1501+,Federal University of Rio Grande do Norte (UFRN)Brazil,10.5–25.1,24.2,12.9,26.9,33.8,33.2
1501+,"Federal University of Technology, OwerriNigeria",10.5–25.1,29.0,7.3,21.8,23.5,36.7
1501+,Federal University of ViçosaBrazil,10.5–25.1,32.2,12.6,23.2,29.8,24.6
1501+,Federal University Oye-EkitiNigeria,10.5–25.1,10.8,8.6,12.6,16.0,37.7
1501+,Federico Santa María Technical UniversityChile,10.5–25.1,12.7,11.8,33.8,38.1,55.6
1501+,Feng Chia UniversityTaiwan,10.5–25.1,17.1,18.4,24.2,73.5,37.7
1501+,Ferhat Abbas Sétif University 1Algeria,10.5–25.1,14.3,3.9,35.2,18.9,38.1
1501+,Fluminense Federal UniversityBrazil,10.5–25.1,21.6,13.5,28.6,26.9,31.5
1501+,Gaziantep UniversityTurkey,10.5–25.1,18.1,10.9,32.8,22.3,40.0
1501+,Gdynia Maritime UniversityPoland,10.5–25.1,24.4,10.2,16.7,52.2,20.7
1501+,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu MuresRomania",10.5–25.1,18.4,12.0,39.2,22.4,36.9
1501+,Georgian Technical UniversityGeorgia,10.5–25.1,28.4,9.3,16.0,16.6,39.9
1501+,Georgia Southern UniversityUnited States,10.5–25.1,19.1,11.7,39.6,35.4,33.9
1501+,German University in CairoEgypt,10.5–25.1,18.7,3.7,42.0,21.1,45.8
1501+,Gheorghe Asachi Technical University of IaşiRomania,10.5–25.1,15.4,10.0,21.8,31.9,32.0
1501+,GITAM UniversityIndia,10.5–25.1,20.8,9.8,23.9,19.9,26.0
1501+,GMR Institute of TechnologyIndia,10.5–25.1,15.9,9.1,45.0,17.6,20.7
1501+,Goa UniversityIndia,10.5–25.1,32.1,12.9,25.3,23.3,24.0
1501+,Grand Valley State UniversityUnited States,10.5–25.1,20.0,9.5,31.4,30.9,37.9
1501+,Grigore T. Popa University of Medicine and PharmacyRomania,10.5–25.1,23.2,10.4,19.2,24.1,41.2
1501+,Gubkin Russian State University of Oil and GasRussian Federation,10.5–25.1,21.7,10.6,11.2,43.4,25.5
1501+,Gunma UniversityJapan,10.5–25.1,28.0,14.3,23.2,63.4,27.1
1501+,Hanoi University of Science and TechnologyVietnam,10.5–25.1,16.1,16.9,28.7,59.5,36.6
1501+,Hasanuddin UniversityIndonesia,10.5–25.1,18.9,9.9,26.4,19.0,19.5
1501+,Hassiba Benbouali University of ChlefAlgeria,10.5–25.1,16.0,11.9,34.9,31.3,41.6
1501+,Hellenic Open UniversityGreece,10.5–25.1,22.5,8.6,42.5,16.6,26.5
1501+,Herzen State Pedagogical University of RussiaRussian Federation,10.5–25.1,21.6,11.8,9.5,18.2,39.4
1501+,Hitit UniversityTurkey,10.5–25.1,16.0,10.4,15.0,17.2,29.8
1501+,Hongik UniversitySouth Korea,10.5–25.1,24.2,15.2,24.2,41.4,40.9
1501+,Hormozgan University of Medical SciencesIran,10.5–25.1,42.0,10.5,23.1,17.9,23.8
1501+,Hue UniversityVietnam,10.5–25.1,13.5,9.1,18.0,16.9,48.9
1501+,Ibaraki UniversityJapan,10.5–25.1,18.0,12.4,13.3,40.7,26.7
1501+,Ibn Khaldoun UniversityAlgeria,10.5–25.1,14.9,8.3,32.0,16.7,37.6
1501+,Indira Gandhi Delhi Technical University for WomenIndia,10.5–25.1,18.4,10.7,35.2,18.1,16.8
1501+,Industrial University of TyumenRussian Federation,10.5–25.1,20.8,8.1,9.4,18.3,24.1
1501+,Instituto Politécnico de Viana do CasteloPortugal,10.5–25.1,13.1,15.4,41.7,19.3,44.0
1501+,Instituto Politécnico Nacional (IPN)Mexico,10.5–25.1,20.7,10.3,15.1,32.5,25.6
1501+,Instituto Tecnológico MetropolitanoColombia,10.5–25.1,12.4,7.6,7.6,18.4,29.7
1501+,Institut Teknologi Sepuluh NopemberIndonesia,10.5–25.1,25.4,10.7,28.5,41.2,45.1
1501+,International Hellenic UniversityGreece,10.5–25.1,9.9,9.8,41.3,24.7,29.8
1501+,Ionian UniversityGreece,10.5–25.1,16.7,11.4,30.4,22.8,23.3
1501+,IPB UniversityIndonesia,10.5–25.1,30.8,10.5,24.8,41.8,44.1
1501+,Irkutsk National Research Technical UniversityRussian Federation,10.5–25.1,22.5,10.0,18.7,27.9,33.9
1501+,Irkutsk State UniversityRussian Federation,10.5–25.1,18.0,10.2,5.7,17.6,27.0
1501+,Islamic University of IndonesiaIndonesia,10.5–25.1,15.0,10.3,15.1,17.7,35.2
1501+,Istanbul Aydın UniversityTurkey,10.5–25.1,20.8,9.4,32.6,17.0,56.6
1501+,Istanbul Bilgi UniversityTurkey,10.5–25.1,16.1,11.4,38.8,16.7,59.5
1501+,Istanbul Medipol UniversityTurkeyExplore,10.5–25.1,14.6,12.5,37.4,23.5,49.6
1501+,Ivane Javakhishvili Tbilisi State UniversityGeorgia,10.5–25.1,14.0,11.2,17.8,17.8,42.6
1501+,Ivan Franko National University of LvivUkraine,10.5–25.1,22.3,10.7,10.4,18.2,29.0
1501+,Ivanovo State University of Chemistry and TechnologyRussian Federation,10.5–25.1,16.3,9.6,6.7,21.7,26.4
1501+,Iwate UniversityJapan,10.5–25.1,24.7,11.1,10.8,38.1,29.3
1501+,Izmir Institute of TechnologyTurkey,10.5–25.1,19.7,13.3,25.6,43.3,33.4
1501+,Izmir University of EconomicsTurkey,10.5–25.1,17.8,12.9,31.9,27.7,34.7
1501+,"Jagannath University, BangladeshBangladesh",10.5–25.1,10.4,8.4,42.6,19.9,46.6
1501+,Jan Kochanowski University in KielcePoland,10.5–25.1,21.4,12.2,12.4,21.8,27.4
1501+,Jean Moulin University – Lyon 3France,10.5–25.1,14.7,13.5,15.4,19.0,62.0
1501+,Jember UniversityIndonesia,10.5–25.1,10.7,9.4,17.7,19.6,21.7
1501+,Jianghan UniversityChina,10.5–25.1,17.1,9.7,27.0,28.7,20.9
1501+,Kagoshima UniversityJapan,10.5–25.1,25.8,13.6,23.2,54.6,27.1
1501+,Kanagawa UniversityJapan,10.5–25.1,17.9,8.3,11.2,25.7,38.9
1501+,Kanazawa Medical UniversityJapan,10.5–25.1,26.9,10.3,18.5,32.3,20.7
1501+,Kansai UniversityJapan,10.5–25.1,21.4,8.1,7.7,27.3,34.6
1501+,Karabük UniversityTurkey,10.5–25.1,13.6,9.4,45.2,17.7,51.9
1501+,Karadeniz Technical UniversityTurkey,10.5–25.1,23.1,15.0,30.3,41.9,26.1
1501+,Karpagam Academy of Higher EducationIndia,10.5–25.1,19.0,9.3,44.3,18.7,23.7
1501+,Kasetsart UniversityThailand,10.5–25.1,18.7,12.6,26.9,36.6,34.0
1501+,Kastamonu UniversityTurkey,10.5–25.1,15.0,11.9,43.5,16.5,37.2
1501+,Kathmandu UniversityNepal,10.5–25.1,11.3,10.9,29.4,16.6,56.5
1501+,Kazan National Research Technological UniversityRussian Federation,10.5–25.1,20.9,9.4,12.1,39.3,38.1
1501+,Kazan State Medical UniversityRussian Federation,10.5–25.1,38.8,12.1,10.3,19.0,45.1
1501+,Kazan State Power Engineering UniversityRussian Federation,10.5–25.1,12.9,9.8,20.9,23.0,22.5
1501+,Kemerovo State UniversityRussian Federation,10.5–25.1,15.2,10.6,8.8,17.2,23.6
1501+,Kenyatta UniversityKenya,10.5–25.1,14.2,8.9,27.2,17.2,56.1
1501+,Kharkiv Aviation InstituteUkraine,10.5–25.1,20.5,10.0,27.2,18.0,26.0
1501+,Kharkiv National University of Radio ElectronicsUkraine,10.5–25.1,21.5,9.3,23.4,17.6,27.5
1501+,King Mongkut’s Institute of Technology LadkrabangThailand,10.5–25.1,17.6,23.3,21.5,63.4,34.4
1501+,Kirikkale UniversityTurkey,10.5–25.1,19.4,19.4,17.3,26.5,19.1
1501+,Kırşehir Ahi Evran UniversityTurkey,10.5–25.1,12.2,10.4,19.5,18.6,37.0
1501+,Kitasato UniversityJapan,10.5–25.1,26.9,11.7,32.5,59.4,20.2
1501+,Kocaeli UniversityTurkey,10.5–25.1,12.1,9.6,25.2,26.0,23.6
1501+,Kochi UniversityJapan,10.5–25.1,25.3,12.5,22.2,44.5,27.7
1501+,Kochi University of TechnologyJapan,10.5–25.1,20.2,14.2,16.3,55.6,42.0
1501+,Kogakuin UniversityJapan,10.5–25.1,16.6,11.6,20.0,41.5,24.7
1501+,Konya Technical UniversityTurkey,10.5–25.1,16.7,10.1,44.4,16.4,23.0
1501+,Kwansei Gakuin UniversityJapan,10.5–25.1,16.1,10.5,16.5,31.7,38.6
1501+,Kyoto Institute of TechnologyJapan,10.5–25.1,26.6,16.9,14.7,75.1,32.4
1501+,Ladoke Akintola University of TechnologyNigeria,10.5–25.1,14.2,10.5,37.0,25.3,35.2
1501+,Lagos State UniversityNigeria,10.5–25.1,13.3,9.0,26.1,17.0,43.7
1501+,Lahore College for Women University (LCWU)Pakistan,10.5–25.1,13.3,9.9,43.2,16.8,43.1
1501+,Larbi Tebessi UniversityAlgeria,10.5–25.1,16.8,8.9,26.1,16.1,31.5
1501+,Latvia University of Life Sciences and TechnologiesLatvia,10.5–25.1,20.3,16.2,16.6,25.4,25.0
1501+,L.N. Gumilyov Eurasian National UniversityKazakhstan,10.5–25.1,22.1,12.4,21.9,16.1,52.6
1501+,Lobachevsky State University of Nizhni NovgorodRussian Federation,10.5–25.1,31.2,13.8,14.6,33.3,37.7
1501+,Londrina State UniversityBrazil,10.5–25.1,31.8,16.7,19.6,34.6,24.7
1501+,Loyola Marymount UniversityUnited States,10.5–25.1,32.8,11.1,25.9,37.4,36.1
1501+,Lublin University of TechnologyPoland,10.5–25.1,21.0,15.0,33.5,29.4,43.7
1501+,Lucian Blaga University of SibiuRomania,10.5–25.1,18.7,15.4,31.0,19.5,31.9
1501+,Lviv Polytechnic National UniversityUkraine,10.5–25.1,16.5,11.7,28.8,21.9,27.1
1501+,Mackenzie Presbyterian UniversityBrazil,10.5–25.1,19.7,11.7,12.3,24.7,29.7
1501+,Mahasarakham UniversityThailand,10.5–25.1,15.4,8.7,12.0,19.4,27.9
1501+,Manisa Celal Bayar UniversityTurkey,10.5–25.1,16.0,3.9,24.3,19.2,22.9
1501+,Mapúa UniversityPhilippinesExplore,10.5–25.1,13.0,14.4,31.1,21.1,21.3
1501+,Maria Curie-Skłodowska University (UMCS)Poland,10.5–25.1,22.3,21.2,24.9,22.6,34.5
1501+,Marmara UniversityTurkey,10.5–25.1,23.9,11.5,31.1,28.9,30.0
1501+,Matej Bel UniversitySlovakia,10.5–25.1,21.3,13.8,16.8,21.1,45.3
1501+,Meiji UniversityJapan,10.5–25.1,16.4,11.9,13.7,38.3,30.7
1501+,Meijo UniversityJapan,10.5–25.1,14.4,12.3,10.9,45.4,27.1
1501+,Mendeleev University of Chemical TechnologyRussian Federation,10.5–25.1,21.4,15.4,13.2,36.6,26.8
1501+,Mersin UniversityTurkey,10.5–25.1,16.3,10.2,22.9,21.3,28.7
1501+,Metropolitan Autonomous UniversityMexico,10.5–25.1,19.9,23.9,18.5,29.2,28.7
1501+,M’Hamed Bougara University of BoumerdèsAlgeria,10.5–25.1,15.2,8.3,20.9,21.8,32.1
1501+,Middle Technical UniversityIraq,10.5–25.1,9.4,7.6,24.7,17.9,24.3
1501+,Mie UniversityJapan,10.5–25.1,27.6,14.0,24.3,59.9,24.6
1501+,Mindanao State University – Iligan Institute of TechnologyPhilippines,10.5–25.1,16.4,10.1,28.4,17.5,45.2
1501+,Ming Chuan UniversityTaiwan,10.5–25.1,13.3,13.4,23.0,39.4,38.3
1501+,MIREA - Russian Technological UniversityRussian Federation,10.5–25.1,15.1,11.9,8.8,46.7,22.4
1501+,Misr University for Science and TechnologyEgypt,10.5–25.1,15.4,8.5,32.3,17.8,37.6
1501+,Morgan State UniversityUnited States,10.5–25.1,22.2,14.9,26.7,20.9,57.8
1501+,Moscow Polytechnic UniversityRussian Federation,10.5–25.1,15.5,11.1,41.6,21.2,32.3
1501+,Moscow Power Engineering InstituteRussian Federation,10.5–25.1,22.8,17.1,21.1,54.5,40.0
1501+,Moulay Ismail UniversityMorocco,10.5–25.1,13.6,11.1,50.0,20.4,26.1
1501+,M S Ramaiah University of Applied Sciences (RUAS)India,10.5–25.1,24.4,8.8,28.3,19.3,18.4
1501+,Mugla Sitki Kocman UniversityTurkey,10.5–25.1,12.8,10.9,20.9,21.9,26.0
1501+,Muhimbili University of Health and Allied SciencesTanzania,10.5–25.1,20.4,12.8,27.4,24.0,48.9
1501+,Muroran Institute of TechnologyJapan,10.5–25.1,18.7,10.4,21.1,43.5,42.3
1501+,Muş Alparslan UniversityTurkey,10.5–25.1,10.4,10.9,36.3,16.2,18.3
1501+,Mustansiriyah UniversityIraq,10.5–25.1,25.2,8.9,18.0,21.8,35.2
1501+,Nara Women’s UniversityJapan,10.5–25.1,24.5,8.8,16.7,25.0,37.2
1501+,Naresuan UniversityThailand,10.5–25.1,19.7,12.2,17.0,46.4,31.3
1501+,National Aviation UniversityUkraine,10.5–25.1,22.6,8.9,36.7,16.8,24.4
1501+,National Changhua University of EducationTaiwan,10.5–25.1,26.1,19.2,19.0,44.9,24.4
1501+,National Chiayi UniversityTaiwan,10.5–25.1,14.4,14.5,22.8,61.4,22.3
1501+,National Chi Nan UniversityTaiwan,10.5–25.1,19.5,17.4,12.8,60.1,33.4
1501+,National Chin-Yi University of TechnologyTaiwan,10.5–25.1,14.6,26.2,28.1,51.9,32.2
1501+,National Dong Hwa UniversityTaiwanExplore,10.5–25.1,18.8,24.1,22.8,41.7,50.1
1501+,National Formosa UniversityTaiwan,10.5–25.1,14.2,11.3,8.2,47.5,19.0
1501+,National Ilan UniversityTaiwan,10.5–25.1,14.2,14.6,20.0,40.3,32.0
1501+,National Pingtung University of Science and TechnologyTaiwan,10.5–25.1,16.9,15.4,21.6,47.2,31.2
1501+,National Research University of Electronic Technology (MIET)Russian Federation,10.5–25.1,42.0,14.2,9.1,49.1,24.4
1501+,National Taipei UniversityTaiwan,10.5–25.1,20.2,15.6,22.4,29.4,31.1
1501+,National Technical University Kharkiv Polytechnic InstituteUkraine,10.5–25.1,24.8,9.0,16.3,19.1,33.9
1501+,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic InstituteUkraine,10.5–25.1,22.1,10.7,16.9,23.3,22.3
1501+,National United UniversityTaiwan,10.5–25.1,13.4,12.2,14.9,49.6,21.1
1501+,National University of ColombiaColombia,10.5–25.1,19.4,13.7,32.5,35.0,40.9
1501+,National University of Comahue (UNCo)Argentina,10.5–25.1,22.6,7.9,20.2,16.2,35.0
1501+,National University of CórdobaArgentina,10.5–25.1,17.8,10.3,20.6,20.5,37.2
1501+,National University of CuyoArgentina,10.5–25.1,19.0,8.0,18.5,25.2,41.5
1501+,National University of KaohsiungTaiwan,10.5–25.1,13.3,16.5,12.0,39.9,32.3
1501+,National University of La PlataArgentina,10.5–25.1,22.9,11.6,20.1,25.6,62.8
1501+,National University of Life and Environmental Sciences of UkraineUkraine,10.5–25.1,16.0,8.9,26.4,24.3,23.6
1501+,National University of Medical Sciences (NUMS)Pakistan,10.5–25.1,23.5,9.9,11.4,17.2,24.5
1501+,National University of MongoliaMongolia,10.5–25.1,14.7,9.2,12.5,20.6,51.0
1501+,National University of San MartínArgentina,10.5–25.1,19.6,10.8,22.8,26.3,44.8
1501+,NED University of Engineering and TechnologyPakistan,10.5–25.1,13.2,13.3,21.9,25.0,48.2
1501+,Niğde Ömer Halisdemir UniversityTurkey,10.5–25.1,13.5,10.0,26.3,19.5,28.9
1501+,Nitte (Deemed to be University)India,10.5–25.1,42.7,10.9,18.7,18.3,21.9
1501+,Nizhny Novgorod State Technical University n.a. R.E. AlekseevRussian Federation,10.5–25.1,19.5,9.3,8.3,39.6,24.2
1501+,Nnamdi Azikiwe UniversityNigeria,10.5–25.1,23.1,8.2,29.0,19.0,34.0
1501+,North-Caucasus Federal UniversityRussian Federation,10.5–25.1,27.7,8.6,14.2,19.5,31.8
1501+,North-Eastern Federal UniversityRussian Federation,10.5–25.1,25.1,10.8,14.1,16.9,27.5
1501+,Northern (Arctic) Federal University named after M.V. LomonosovRussian Federation,10.5–25.1,19.7,10.7,8.7,20.2,30.0
1501+,Northern Technical UniversityIraq,10.5–25.1,10.9,8.5,16.8,17.3,25.8
1501+,North University of ChinaChina,10.5–25.1,18.1,21.4,23.4,44.7,22.0
1501+,North-Western State Medical University named after I.I. MechnikovRussian Federation,10.5–25.1,26.0,10.3,9.2,18.9,29.2
1501+,Novosibirsk State Technical UniversityRussian Federation,10.5–25.1,20.3,12.4,12.7,28.1,38.7
1501+,Nueva Granada Military UniversityColombia,10.5–25.1,21.5,8.0,5.8,16.9,27.2
1501+,Obafemi Awolowo UniversityNigeria,10.5–25.1,19.1,11.7,31.6,36.5,39.3
1501+,Ochanomizu UniversityJapan,10.5–25.1,27.2,18.1,19.5,36.1,40.5
1501+,October University for Modern Sciences and Arts (MSA)Egypt,10.5–25.1,21.6,8.8,38.2,16.8,31.5
1501+,Odesa I.I. Mechnikov National UniversityUkraine,10.5–25.1,24.0,9.0,8.8,16.3,26.4
1501+,Ogarev Mordovia State UniversityRussian Federation,10.5–25.1,21.5,9.6,6.5,19.2,36.1
1501+,Oita UniversityJapan,10.5–25.1,26.2,11.7,18.3,34.7,23.3
1501+,Okayama University of ScienceJapan,10.5–25.1,14.0,11.5,14.8,40.8,25.8
1501+,Oles Honchar Dnipro National UniversityUkraine,10.5–25.1,21.7,9.5,8.3,17.4,21.0
1501+,Omsk State Technical UniversityRussian Federation,10.5–25.1,15.9,8.6,5.5,20.9,27.6
1501+,Ondokuz Mayis UniversityTurkey,10.5–25.1,20.1,11.0,26.9,26.8,37.3
1501+,Oran 1 UniversityAlgeria,10.5–25.1,31.3,8.8,11.4,18.5,37.3
1501+,Ordu UniversityTurkey,10.5–25.1,14.1,10.5,24.2,16.7,18.0
1501+,Osaka Institute of TechnologyJapan,10.5–25.1,14.8,15.6,16.4,39.5,26.1
1501+,Osaka Medical and Pharmaceutical UniversityJapan,10.5–25.1,29.4,13.0,29.7,45.0,19.0
1501+,Ovidius University of ConstanțaRomania,10.5–25.1,19.5,9.4,10.6,17.6,27.0
1501+,Pace University-New YorkUnited States,10.5–25.1,34.5,3.1,27.3,28.2,47.3
1501+,Pamukkale UniversityTurkey,10.5–25.1,15.5,10.2,17.0,20.8,21.8
1501+,Pavlov First Saint Petersburg State Medical UniversityRussian Federation,10.5–25.1,30.2,11.6,16.7,29.5,32.6
1501+,Payame Noor UniversityIran,10.5–25.1,10.5,9.1,23.0,21.4,22.3
1501+,Penza State UniversityRussian Federation,10.5–25.1,14.8,9.6,7.3,16.9,32.9
1501+,Perm National Research Polytechnic UniversityRussian Federation,10.5–25.1,23.1,12.3,9.8,49.2,28.8
1501+,Perm State UniversityRussian Federation,10.5–25.1,22.4,12.0,7.6,25.9,26.1
1501+,Platov South-Russian State Polytechnic University (NPI)Russian Federation,10.5–25.1,28.1,12.9,6.0,20.9,28.6
1501+,Polytechnic Institute of PortoPortugal,10.5–25.1,14.7,12.7,44.8,34.1,30.8
1501+,Polytechnic Institute of SetúbalPortugal,10.5–25.1,14.1,8.8,18.4,17.5,30.3
1501+,Polytechnic University of BucharestRomania,10.5–25.1,19.2,11.6,29.5,38.1,45.3
1501+,Polytechnic University of TimişoaraRomania,10.5–25.1,17.8,10.1,33.2,36.1,23.3
1501+,Pontifical Catholic University of ArgentinaArgentina,10.5–25.1,24.2,8.7,7.2,17.6,46.9
1501+,Pontifical Catholic University of Minas GeraisBrazil,10.5–25.1,16.1,10.2,13.9,20.0,25.4
1501+,Pontifical Catholic University of PeruPeru,10.5–25.1,25.0,10.1,32.2,21.3,43.4
1501+,Pontifical Catholic University of ValparaísoChile,10.5–25.1,15.4,17.2,31.0,43.0,51.4
1501+,Pontificia Universidad JaverianaColombia,10.5–25.1,21.2,13.0,26.9,28.8,43.4
1501+,Pontificia Universidad Católica del EcuadorEcuador,10.5–25.1,14.2,8.8,16.9,16.1,56.2
1501+,University of Economics in PragueCzechia,10.5–25.1,16.2,15.0,27.4,20.0,51.2
